0	cell broadcasts for lg lucid with android 4.0.4	is doing a factory reset via system settings the same as a factory reset via recovery ?
1	no connection when trying to access google play store on my galaxy note gt- n7000	always seeing " no connection : retry " in android market
1	play store not working	i have deleted google play store . how can i reinstall it ?
1	android 2.2 - how to see applications that run at start-up	how can i prevent applications from running on startup ?
1	"not enough free space"	can i install an app directly to my sd card ?
0	is there a way to move the caret in a text box without using the hard keyboard and without a bunch of single touches ?	rooted android phone - add latest google play store to system app for future factory reset
0	apps disappear after move to sd card ( not just icons )	avoid mobile version of youtube
0	android email attachment over 50mb	disable incoming gmail/talk calls
0	what do i need in my emulator to run chrome 's apk ?	strange contact status
0	low internal storage , message memory full and sluggishness problems on samsung galaxy y duos lite	swype delete key problem
0	how can i customize what notifications show up on my notifications bar ( razr maxx running ics ) ?	zte turkcell maxiplus 5 sim lock after flashing custom rom
1	how do i root android 2.3.3 on htc desire ?	how to root a htc desire running official android 2.3 ?
1	how to password protect settings dialog ( wifi but specifically accounts part ) ?	restrict access to device settings
0	is it possible to select default contact picture service ?	what is it about android that allows an application to " hard-crash " a device ?
0	best tool for benchmarking roms/kernels/wifi/3g	adb constantly disconnects , shows device offline
0	how to prevent google aggressively associating my account to my searches ?	how to fix - sd card works intermittently , rest of the time checks for errors
0	can somebody explain how multi-user is implemented in android 4.4	is there a real 5.1 ( surround ) output mode for music on samsung 's galaxy s2 ?
0	does the play store still show the provider and mobile information , if the google account is removed/changed	my phone is rebooting on its own
0	is there any limit on number of devices you can install apps on from amazon app store ?	phone is too flat to charge
1	using samsung galaxy note : whatsapp pics disappeared	whatsapp friends profile image not showing
0	nexus 4 will not turn bluetooth on	how do i enable all the functions of an apple earpods ?
0	where can i find google play services ?	if i buy an ebook an amazon , can my son , with another android device , read my books ?
0	does lg default backup program backup stock browser history ?	lame3.98 encoded music has foreign title
0	how can i change the volume increment from the volume buttons ?	where is " stay awake " option in ice cream sandwich on the galaxy s3 ?
0	can i change proxy settings on my stock android browser ?	lock screen security - reboot after x invalid pins
0	have i completely lost my imei ?	listing all apps that updated at once
0	is there any way to erase personal information from my phone that has already been stolen ?	synchronizing call log with gmail
0	how do i turn off my maps app ( that is taking 93% of my battery ) on the smart ii ?	how to set active apn on ics
0	although i was told to charge my android device before first use , it was already charged . have i been given a phone rejected by someone else ?	system file contain mount command
1	specific roms for zte v7275	where can i find stock or custom roms for my android device ?
0	images are not being scanned in kitkat	buttons stop working in landscape mode
1	camera time delay on 2.3.5 ?	is there a zoom and timer functionality on nexus s camera ?
0	instagram app is not working when using wifi internet through out proxy server	how to share a google+ public post outside of the google+ app ?
0	do i need root to use newzdroid ?	apps goes to background automatically
0	update clockworkmod	how can i update the default stock browser ( com . android . browser ) ?
0	uninstall app without deleting data	unsupported file type : why did my samsung galaxy s suddenly stop supporting mp3s ?
0	my tab nero nearly worked a week , then the wifi stopped connecting , any idea why ?	android 4 usb charge only
0	repeat notifications for users on-call ?	phone returns after a few seconds to main menu
1	how to install android os on desktop pc ?	is it possible to install android on a pc ?
0	how do i change gmail accounts when using the share functionality of an app ?	how can i free some disk space without deleting my apps ?
0	problems with wifi connection	photoshop : how can i access other directories beside dcim ?
0	asus memo 7hd sd card problems	adb can find device but fastboot cannot
0	my nexus 4 is awake 79% of the time . . . help ?	settings screen appears all of a sudden
0	how to clear cookies , history and other private data in the chrome browser ?	how to re-install android onto nexus 7 tablet
0	how to change gmail account on google play but keep applications	what is the difference between aosp/vanilla and stock ?
0	gmail app not displaying status bar notifications	is there any reason not lock the cpu frequency to the minimum while the screen is off ?
0	why did not my android auto adjust to daylight saving time and how to fix it ?	how to set default download location to ext sd card in sony xperia m
1	is it possible to permanently supress app updates ?	how to hide updates from market ?
0	question mark on lock screen	is there a voice action shortcut in ics ?
0	enabling flash player to run in the background	how to use the front camera with tango ?
1	get internet access via bluetooth	tethering galaxy tab 2 7.0 ( gt-p3110 ) via nokia e71
1	how to set a contact as " me " ?	use existing contact for " me " in ice cream sandwich
0	how can i view and examine the android log ?	what could cause a sudden drop in battery life ?
0	xperia play bootloader locked ?	how can i set the sound profile to silent for a given contact ?
0	package file is invalid when trying to load facebook	export google calendar app data
0	bluetooth a2dp audio occasionally drops out for a second on custom roms	how can i remove system apps / stock apps ?
0	shaky , drifting compass an inevitability on samsung nexus s ?	changing default video player in google chrome for android
0	anyone have an alternative dowload site for a fastboot binary ?	android tablet/device with 2 wifi adapters
0	why did my galaxy tab 7.7 suddenly stopped connecting to my wifi router ?	how to ensure that the data traffic is going over the vpn connection ?
0	do keypad commands come from android or the manufacturer ?	smart tv stick ( android ) connects to 3g dongle for internet
0	how to uninstall default apps	diagnostic codes disabled in dialer ?
0	configuring dhcp client on my android board	where can i find stock or custom roms for my android device ?
0	wifi scan not working	can i hide a specific google now place card ?
0	recover a phone number i did not save	htc desire crashed , deleted all sms/mms . can i recover ?
1	would a class 10 microsdhc card ever be worth it on a smartphone ( samsung galaxy s 2 ) ?	is a class 10 microsd overkill or is a class 6 adequate ?
0	how to find correct mount of sdcard android 4.3	how can i get a vanilla android device ?
0	is z4root infected ?	how to set a security question ?
0	is there any custom rom which can be installed on any android device	charging paused . battery temperature too high or too low
0	change screen dim timeout	make the screen to appear again when the screen is off by just touching the screen . instead of pressing the on/off button
1	how to get back my files from my xiaomi mi 3 with broken touch screen ?	how do i backup data ( sms/contacts ) from a device with a broken screen ?
0	is there an application that would turn on wi-fi periodically just to do a quick network discovery ?	how can i read chinese characters sent using messaging ?
0	my new nexus 7 does not allow me to receive apk files with bluetooth	why is my battery life fluctuating ?
0	htc incredible says sms storage is full , but it is not	support of android 4.1.1 jelly bean cm10 rom on samsung galaxy ace s5830
0	android < 2.3.7 shortcuts	permission denied when try to write to usb pendrive
1	get contacts of galaxy s2 with broken screen	how do i backup data ( sms/contacts ) from a device with a broken screen ?
0	xperia mini 17i update android 2.3 to 4.0	adb push and mount problems
0	the " ok " button is deactivated in creating new avd although i have provided all details . so what is the problem ?	galaxy nexus stuck on 4.1.1 and super slow
0	samsung galaxy player 5.0 will not turn on after messing with build . prop	send email by selecting multiple users from contacts app
0	why were some of my contacts automatically merged without notice ?	can an unlocked nexus one without a carrier be used as a standalone device ?
0	how to limit cache of internet browsers ?	queue a google play app to download later on wifi to save mobile data ?
0	is there any official froyo upgrade from samsung for galaxy 5 in india ?	google reader widget items blinking
0	sunspider : performance of 3rd party apps relative to stock browser	upgrade to android 4.3/android 4.4 on ino one plus
0	running a tasker task via sshdroid ( or adb shell )	saving a pdf file downloaded from browser
0	semi-dead zone on touch screen on droid 1	galaxy s3 stuck on boot loop , factory reset did not work
0	samsung duos s7562 how to see/browse contents of sd card	when tethering , is there a way to turn off the phone 's own data usage ?
0	when setting picture as wallpaper two entries are shown	delayed updates on facebook
0	factory reset after purchase	is it possible to backup a rom before installing a custom one ?
0	samsung galaxy s3 direct call always calls the same number	how to install latest cyanogenmod from clockworkmod recovery - galaxy note gt-n7000 ( intl )
0	supersu binaries will not install to my htc one m8	s3 lte keeps rebooting
0	can not open mmssms . db	pipo m8 pro launchers
0	how can i wake up my nexus one using trackball ?	understanding internal storage , phone storage and sd card behavior
1	how do i upgrade my galaxy i5510 2.2 froyo to 2.3 gingerbread ?	how do i update android on my device ?
0	playing subtitles - and only subtitles - on android	write permission on certain paths , like the sd card ( extsdcard )
0	volume buttons unexpectedly started waking the phone from - how to disable ?	what are some of the effects of flashing my htc desire with cyanogenmod ?
0	how to install the stock browser app on nexus 7 ( 2013 ) ?	samsung galaxy tab 10.1 4g lte - owa/activesync
0	does turning wifi on and off use more power than it being constantly on for a set amount of time ?	what are . patch files in android
0	custom ringtone for particular contact in 4.4.3	how to make apps know that i actually have internet /make them not check for wifi etc when im reverse tethering ?
1	is it possible to send and receive faxes over an android phone ?	send fax directly to or from phone without going through a web-based service ?
0	how do i stop play store from randomly opening when i am in other apps ?	change auto-lock timeout by gps ?
1	flash is not working with firefox on android	how do i make adobe flash work with firefox ?
0	android browser	how can i copy content from my sd card to my pc ?
0	how to change notification pane image	why is it that android still can not be installed as regular os ?
0	xperia sp c502 rooting	why can not i see these picture messages sent to my phone ?
1	install different rom on chinese made android phone	where can i find stock or custom roms for my android device ?
0	carbon backup discovery issues with nexus 7	samsung tab3 t311 does not charge when connected to laptop usb port
0	up and down arrows in adb shell	sony xperia tablet z will not connect to router
0	nexus s battery drains after updating to 4.2.2 even if turned off	why do i see less memory on my asus tablet then specified ?
0	open or converting saved webpage from stock browser	how to automatically use skype when calling international number ?
0	sending a message from gmail from a chosen account	what is the format of android 's logs ?
1	how can i make a route offline in google maps ?	how to get maps for off-line usage ?
0	cant access photo/muxic files through phone application	relationship between a recovery and a rom
0	how to upload video to vine and to instagram ?	will my alarm still go off ?
0	are there any legitimate ways to watch nfl season on android without cable/satellite subscription ?	where is the . config hidden on samsung galaxy s4 ?
0	how to install google play services ?	does android 2.3 support ad-hoc wi-fi networks ?
0	looking for a multilanguage stock rom jelly bean 4.2.2 for a hike x1 828 device	is my device moving apps to the sd card or not ?
0	has my android tablet died ?	factory installed video app removed ?
0	password protected video	is there currently an easy way to root sony xperia s with stock ics 4.0.4 rom ?
0	what is fxstreamingtexture and why does it fill up my logcat ?	voice commands vs voice search
0	why advent vega keeps losing wi-fi ?	applications crashing
0	why would a free app be in the top grossing section ?	is there a way to " downgrade " ( revert ) an htc desire hd to stock froyo from gingerbread ?
1	can i change the gmail account associated with google play store ?	how to remove google account that is set for android market in device ?
0	how can i increase the size of the google maps cache ?	how do i keep my email and passwords secure without full-device encryption ?
0	sharing via bluetooth disappeared ?	spotify/pandora timer
0	cannot write files to sd card	identify this clock-weather widget
0	what does the program samsung kies light do ?	uninstall app without deleting data
0	shorcut on desktop that enables packet data and 3g	rotate reminder in camera
1	how to recover my files from memo and mobilse note after format factory ?	can i recover app data after the phone has been factory reset ?
0	reset chrome website permissions	rooting development device
1	installing jelly bean on china-made ice cream sandwich tablet	when will my device get the android 4.1 update ( jelly bean ) ?
