0	what is better than time-dependent perturbation theory if the pointer states are not energy eigenstates ?	dual particle-wave behavior
0	why light can not go faster then 300 000 km/s ? what prevents it ?	a possible absolute reference system
0	relativity of simultaneity	velocity dispersion of galaxies
0	interpretations of quantum mechanics	inertial mass of a scalar field
0	electron hopping among molecules - marcus equation	what happens to a photon in a black hole ?
0	string theory and trace anomaly in semiclassical gravity ?	can ligthning produce a reverbed sound if it falls on a high-tension line ?
0	a problem with a basic thought experiment in special relativity	graphene chern number for dirac nodes
0	time travel outside of light cone without causality violation	quantum entanglement on cosmological scales
0	theoretical physics notation ( hamilton-jacobi in the relativistic domain )	can we design the orbit of a satellite with einstein’s curved space ?
0	books on collision probability and collision processes	measuring mass by acceleration due to electromagnetic forces in free fall
0	why 2s state is lower in energy that 2p state in atoms ?	adding versus multiplying identical photons ' wavefunctions ?
0	when will planck release all-sky cmb anisotropy measurements ?	quasicrystals - projections from higher dimensional regular crystal lattices
1	how to go from quantum world to classical world ?	is it possible to recover classical mechanics from schrödinger 's equation ?
0	confused about si and cgs units for e/m energy	su ( 2 ) yang-mills eom
0	what is the meaning of following expresion $c=\frac{\delta q}{dt}$ mathematicly	identifying a critical phenomena ?
0	what is the velocity area method for estimating the flow of water ?	where can i find a complete list of metamaterials up to today ?
0	what is the physical reason a $+5v$ equipotential coutour cannot intersect a $-5v$ equipotential coutour ?	light focus guider
0	relativistic centripetal force	searching for big bang neutrinos
0	reducing eddy current losses	what would be the effects of an inflating universe ?
0	does displacement current exist after the capacitor gets fully charged ?	effect of space time relativity on the age of the universe ?
0	wave particle duality because of discrete time ?	find drag force on link of rotating chain
0	can there be energy with no force or energy with no power ?	calculating diffraction patterns using fft
0	good place/supervisor for phd in theory of condensed matter	inner product of particle-anti-particle spinor components
0	creating a stream of single file atoms	interstellar bodies
0	why is renormalization necessary in finite theories ?	iii-v semiconductor compounds - band gap approximations
0	future of a universe with scalar field	resonance condition in confocal cavity
0	fermionic interaction potentials	in electrostatics total flux linked from the closed surface enclosing the charge is equal to $q/\varepsilon_0$ . this is according to gauss law
0	angular momentum of 2d harmonic oscillator	neutron diffraction device
0	equation for hubble value as a function of time	are we capable of discovering planets in the andromeda galaxy ?
0	decomposition of representation multiplication	how does tension apply torque on a pulley ?
1	quantum observation in the double slit experiment ?	what is an observer in quantum mechanics ?
0	modern references for continuum mechanics	"correlation energy " using the pair correlation function
0	how can things at the event horizon slow down and appear to stop to a remote observer ?	logarithmic discretization in anderson´s model
0	electrolysis of liquid hydrogen	irreducible tensors concept
1	period of small oscillations	harmonic motion
0	calculating lifetime of a pi meson via heisenberg uncertainty relationship ?	calculating the age of the universe now and 30 billion years from now
0	ricci scalar higher dimensions	loopless voltage measurement
0	what are the details of the renormalization of chern-simons theory ?	are circularly defined {velocity , distance , and time} a problem in physics ?
0	how does one expand gravity lagrangians about an $ads$ background ?	what force particle mediates electric fields and magnetic fields ?
0	what is the name for the whistling " musical " sounds that change stepwise in pitch when a hollow tube is spun like a lasso ?	why do bar magnets have least attraction in its center ?
0	why is planet cfbdsir2149-0403 hot ?	proof for the mass gap of sine-gordon action with $g \cos ( \beta \phi ) $
0	salt water evaporation	ratio of the isospin of the photon
0	why do electrons drift in an ideal conductor , since there is no field ?	energy required to start and then stop rotating an object , when we have gravity
0	invariance under charge conjugation . . . or not ?	quantum state with zero standard deviation of position operator
0	lorentz invariance of the 3 + 1 decomposition of spacetime	during an ice age , would someone at moderate latitude get a sunburn/suntan on a sunny day ?
0	combining ±% with ±db in measurement uncertainty	how does watering your plants help protect against freezing ?
0	quantum mechanical meaning of atomic orbitals	why did my liquid soda freeze once i pulled it out of the fridge and opened it ?
0	is the " great attractor " an indicator of the " multiverse " ?	black hole escape speed
0	ontology of the quantum field	spin-statistics theorem on spaces with non-integer dimensions
0	projectile motion maximum distance to origin	are there any substances that allow sound to travel better then air ?
1	cubic symmetry and a stiffness tensor	stiffness tensor
1	lecture notes to learn quantum field theory	what is a complete book for quantum field theory ?
0	when is the force null between parallel conducting wires ?	what are some problems with hugyen 's wave model of light ?
0	what happens after a rocket is fired with velocity equal to or greater than escape velocity ?	how exactly does linear regge trajectories imply stability ?
1	quantum mechanics and canonical conjugate	why is momentum ( instead of something else ) the canonical conjugate of position ?
0	has the aharonov-bohm effect been experimentally proven ?	n level nucleon photon emission in a infinite potential well
0	heat flux and spatial temperature gradients	thought experiment regarding an object approaching a mirror
0	how to find the andromeda galaxy without using a go-to telescope ?	$z_2 $ topological index in spin liquid
0	what is the fastest a spacecraft can get using gravity-assist ?	what the difference between " orbital " and " orbit " ?
1	what is difference between $\frac {dr}{dt}$ and $\frac {\partial r}{\partial t}$ ?	what is the difference between implicit and explicit time dependence e.g. $\frac{\partial \rho}{\partial t}$ and $\frac{d \rho} {dt}$ ?
0	why are not quarks free ?	given moment about a pin and a roller
1	literature request for books / review papers on gravitation , gauge theories and related mathematics	mathematically-oriented treatment of general relativity
0	is it possible to explain general relativity without tensors ?	how does inflation solve the magnetic monopole problem ?
1	how does atmospheric pressure work ?	why does the wind direction vary locally ?
0	i still do not understand how a gas with an equation of state f ( t , p , v ) =0 can change if 2 state functions are fixed ?	why it is called a newton sphere ? ( velocity map imaging )
0	question about weightlessness	temperature ; why a fundamental quantity ?
0	would it be possible to distinguish rap and singing from just seeing the soundwaves ?	why is this not a realisable operation on a quantum system ?
0	what really happens atomically in an explosion ?	does physics address the topic of consciousness ?
0	how does the following commutator for measured observables and this operator relation imply the following relation ?	kähler and complex manifolds
0	do gravitational waves travel on geodesics in gr ? if yes , why ?	distribution of dark matter around galaxies
0	what is the meaning of phase difference ?	can solar furnace achieve higher temperature than sun surface ?
1	what is the formula for calculating the length of any given day ( sunrise to sunset ) ?	hours of light per day based on latitude/longitude formula
0	how does radiation shielding using absorbing materials work ?	conversion from barn unit to square meter ?
0	some questions about wilson loops	calculating equation of motion using path integral
0	classical mechanics and the speed of a train-mosquito collision , when perfectly rigid bodies	why magnetic field generates around current carrying wire ?
0	line of action force	experimental study of the photoelectric effect
0	more about gravitation as the source of redshift of light beams	black hole entangled with the cosmological horizon
0	capacitance from maxwell 's equations	how to demonstrate that there are just 14 types of bravais lattice ?
0	gravitational force and time dilation	everyday example of diffusion unobscured by advection , wetting etc
0	how does space affect the human body ( no space suit , no space craft )	special relativity version of feynman 's " space-time approach to non-relativistic quantum mechanics"
0	why do most metals appear silver in color with gold being an exception from a scattering and em viewpoint ?	how does the fraunhofer irradiance distribution look for a double slit aperture of different lengths ?
0	decay of particle ( for example $\pi^+$ ) ; find energy	radio antennas that are much shorter than the wavelength
1	are we travelling at a speed close to the light speed ?	why is the observable universe so big ?
0	can mass dimension of a field be viewed as another ' quantum number ' ?	calculating the dimensional wall-normal coordinate for a self-similar compressible boundary layer using levy-lees transformation
0	eddy current losses in electric steel by harmonics of a magnetic field	why does the earth rotate ?
0	how do gravitons impact on general relativity ?	a fly in an accelerating car
0	absorption & emission spectra	calculating the most probable radius for an electron of a hydrogen atom in the ground state
0	does gravity change the closer you are to the earth 's core ?	was sun a part of a binary system ?
0	sound as a conserved quantity	resistance of superconducting wire in parrallel with standard wire
0	what is postselection ?	"low-energy effective action " but in what sense ?
0	acceleration of the expansion of universe	is it correct to say " like poles attract , unlike poles repel " while two magnets are placed such that one is inside another ?
0	what sustains the rotation of earth 's core ( faster than surface ) ?	does evaporation decrease entropy ?
0	what is the physical meaning of commutators in quantum mechanics ?	"string " infinity paradox
0	what is the magnitude of the force on a charged particle due to electromagnetic radiation ?	can one pump water without providing an external source of energy ?
1	how faster is the effect of force exerted by gravity ?	the speed of gravity ?
0	impact of the noise distribution on geometric brownian motion	how does the pressurization in a house 's water supply allow adjustable flowrates from a tap ?
0	ads3 soliton of witten - for hawking-page transition	is it possible to see domains in a metal/magnet under microscope
0	a quanta of time	what is the halving thickness of diferent materials against high energy gamma rays ?
0	what is p_t ? ( transverse momentum ? )	two-dimensional atomic trap--how to set up the problem ?
0	how does a spatial covariant derivative act on tensors that are not purely spatial ?	string theory and fourier analysis
1	can you lift yourself standing on a wooden block using pulley mounted on block ?	force on rope with accelerating mass on pulley
0	generating pink noise	two problems with free body diagrams . contradictions ( solutions are provided )
0	the search for calabicles	solve eigenvalues for particles enclosed in a hard surface ?
0	what is the electric field in a parallel plate capacitor ?	resolution of identity in interacting qft
